,item,brand,retail,release,lowestAsk,numberOfAsks,salesThisPeriod,highestBid,numberOfBids,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,changePercentage
1820,Nike Dunk High 1985 SP Orange Acid Wash,Nike,130,2022-02-23,100,439,15,151,95,280,50,0.140418,2927,-0.023,152,127,-0.209793
1821,Jordan 12 Retro Black University Gold,Jordan,190,2020-07-24,269,261,15,350,142,596,100,0.06356,2750,0.474,287,280,0.085271
1822,Nike Dunk Low Valentine's Day (2022) (W),Nike,120,2022-02-12,115,609,15,170,101,1600,86,0.104231,2721,0.142,169,137,0.020388
1823,Nike Air Max 90 Recraft Wolf Grey,Nike,120,2020-02-14,129,180,15,154,99,275,50,0.15748,2583,0.158,143,139,-0.007143
1824,adidas Ultra Boost 21 Triple White,adidas,180,2021-02-04,81,187,15,110,71,154,30,0.170113,2506,-0.556,97,80,-0.012346
1825,adidas Forum 84 Low Orbit Grey,adidas,130,,114,65,15,150,76,271,34,0.226062,2325,0.092,137,142,-0.170335
1826,Crocs Classic Clog Bieber with drew house,Crocs,55,2020-10-13,64,138,15,96,48,246,35,0.237581,2167,0.582,78,87,0.279412
1827,Nike Kyrie 4 Low Keep Sue Fresh Dynasty,Nike,110,2021-09-25,120,107,15,152,78,335,26,0.408058,2095,-0.009,131,109,-0.091483
1828,Jordan 5 Low Girls That Hoop (W),Jordan,170,2022-02-11,123,415,15,143,55,462,65,0.153417,1786,-0.229,181,131,-0.251429
1829,Nike Cortez Basic Forrest Gump (2019),Nike,75,2019-01-01,100,79,15,161,84,276,47,0.253276,1711,0.92,95,144,-0.065484
1830,Nike Air Trainer 1 SP Coriander,Nike,150,2022-02-11,80,266,15,189,109,295,75,0.300948,1694,-0.387,156,92,0.069767
1831,Nike Air Force 1 Low Pixel White (W),Nike,100,2020-10-22,87,191,15,78,74,228,25,0.130568,1624,0.18,105,118,-0.150375
1832,Nike Dunk Low SE Toasty Rift Blue (GS),Nike,85,2022-03-02,79,289,15,102,36,289,40,0.13785,1421,0.294,118,110,-0.230639
1833,Nike Air Max 90 Metallic Silver (2020) (W),Nike,160,2020-03-26,63,264,15,99,68,232,40,0.231058,1389,-0.294,92,113,0.421026
1834,adidas NMD R1 Primeblue Triple Black,adidas,140,2021-06-06,87,253,15,80,62,283,31,0.075037,1271,-0.3,103,98,0.101124
1835,Nike Air Huarache Triple Red,Nike,110,2015-11-21,92,134,15,129,79,407,55,0.149841,1052,-0.1,123,99,-0.066038
1836,Nike M2K Tekno Summit White (W),Nike,115,2019-01-01,80,78,15,180,31,269,25,0.079933,1031,-0.217,111,90,0.0
1837,adidas Samba Black White Gum,adidas,80,2018-06-01,88,123,15,125,55,250,25,0.260395,984,0.212,110,97,0.102273
1838,Nike Air Force 1 Low '07 White Pine Green,Nike,110,2021-11-26,112,92,15,109,141,251,85,0.151857,974,0.064,117,117,-0.089074
1839,Under Armour Curry Flow 9 Sesame Street Cookie Monster,Under Armour,160,2021-11-18,170,127,15,200,56,417,43,0.085099,898,0.188,198,190,0.151515
1840,Nike KD 14 Seasonal Black Laser Crimson,Nike,150,2022-03-01,117,110,15,180,77,399,84,0.260728,766,0.0,168,150,0.181102
1841,Nike M2K Tekno Cool White (W),Nike,90,2018-11-17,100,51,15,135,27,259,51,0.193268,745,-0.033,138,87,-0.235096
1842,adidas NMD R1 Black Carbon Metallic,adidas,140,2021-07-01,92,110,15,160,37,286,30,0.168902,665,-0.186,145,114,-0.05
1843,Jordan Zion 1 Naruto Sage of the Six Paths,Jordan,130,2022-05-18,140,175,15,220,115,474,130,0.16965,622,0.477,192,192,-0.115207
1844,Nike Kyrie Flytrap 4 Bright Mango,Nike,90,2021-02-08,82,178,15,125,34,326,33,0.116836,600,-0.089,125,82,-0.18
1845,Nike Blazer Mid 77 Athletic Club White Gym Red,Nike,110,,67,194,15,71,24,183,55,0.240087,502,-0.345,92,72,-0.1
1846,Nike Air Max Plus Bred,Nike,160,,188,69,15,204,77,314,124,0.086506,384,0.138,207,182,0.057585
1847,Nike Air Presto Lightning Bolt Pack White Aquamarine,Nike,130,,93,50,15,100,28,153,34,0.118328,372,0.146,115,149,0.034022
1848,Nike Air Trainer 1 Photon Dust Light Smoke Grey,Nike,125,2022-04-19,93,209,15,121,86,279,84,0.102237,312,0.152,130,144,0.274336
1849,Nike Air Force 1 Low Shadow White Pink Orange (W),Nike,120,,98,121,15,215,48,253,45,0.115704,93,0.125,134,135,0.307057
1850,Nike Dunk Low NH Cacao Wow,Nike,120,,125,132,15,134,50,270,102,0.157658,63,-0.075,139,111,-0.339286
1851,Nike Air Max 90 NRG Court Purple Lemon Drop,Nike,140,2022-05-12,90,240,14,150,100,299,37,0.266261,464,-0.164,143,117,0.0
1852,Converse Chuck Taylor All-Star 70 Hi Stussy Black,Converse,110,2022-06-16,159,171,14,185,70,299,135,0.095401,22,0.618,181,178,0.1864
1853,Nike Air Force 1 Low LX UV Reactive (W),Nike,110,2021-07-01,150,176,14,200,88,469,100,0.139739,16934,0.818,170,200,0.190476
1854,Jordan 1 Mid Tropical Twist Igloo,Jordan,115,2021-06-22,159,361,14,180,110,301,85,0.096518,9671,0.887,148,217,0.47619
1855,Nike Dunk Low Scrap Sea Glass,Nike,110,2021-08-12,139,216,14,200,92,351,105,0.137478,8798,1.173,175,239,0.306667
1856,adidas Yeezy 700 V3 Safflower,adidas,200,2020-11-14,230,482,14,270,161,599,150,0.095541,8643,0.62,259,324,0.191176
1857,Nike Air Force 1 Low SP Undefeated 5 On It Dunk vs. AF1,Nike,120,2021-08-06,128,346,14,170,150,440,105,0.142692,7405,0.842,184,221,0.494914
1858,adidas Yeezy Boost 700 MNVN Bright Cyan,adidas,220,2021-06-07,208,596,14,245,96,629,111,0.197742,7293,-0.118,246,194,-0.319298
1859,Nike Blazer Mid 77 Pomegranate,Nike,110,2021-04-29,109,153,14,135,83,411,50,0.465795,7032,-0.091,134,100,-0.259259
1860,adidas Yeezy Boost 350 V2 Mono Mist,adidas,220,2021-06-18,185,1047,14,235,125,422,140,0.10151,6705,-0.182,241,180,0.058824
1861,Jordan 1 Retro High University Blue (TD),Jordan,60,2021-03-06,189,157,14,169,68,400,25,0.254089,6029,1.567,181,154,-0.270142
1862,adidas Yeezy 500 Ash Grey,adidas,200,2021-12-04,220,685,14,245,148,475,130,0.109421,5494,0.0,246,200,-0.166667
1863,Nike Dunk High Panda (2021),Nike,110,2021-05-28,206,145,14,265,169,544,149,0.078511,5445,1.091,236,230,-0.08
1864,Jordan 1 High Zoom Air CMFT PSG Paris Saint-Germain,Jordan,140,2021-02-17,220,289,14,354,179,624,152,0.082031,5349,0.8,252,252,-0.065403
1865,Nike SB Dunk High Strawberry Cough (Regular Box),Nike,110,2021-10-22,210,324,14,600,226,2217,190,0.292937,4831,1.782,444,306,-0.207254
1866,Nike SB Dunk Low Chlorophyll,Nike,100,2022-01-01,190,365,14,230,287,648,150,0.100791,4201,1.0,226,200,-0.157859
1867,adidas Forum Low Home Alone,adidas,110,2021-12-01,77,477,14,85,110,470,53,0.041054,3628,-0.191,120,89,-0.009948
1868,Jordan 13 Retro Flint (2020),Jordan,190,2020-05-30,250,446,14,355,178,549,126,0.095389,3446,0.768,288,336,0.066667
1869,Jordan 3 Retro Fragment,Jordan,200,2020-09-17,265,608,14,345,286,503,204,0.143953,3445,0.785,350,357,0.013343
1870,Jordan 3 Retro Varsity Royal Cement,Jordan,190,2020-10-10,224,289,14,281,134,420,174,0.053654,3273,0.2,244,228,-0.088
1871,Nike Air Force 1 Low '07 LV8 Athletic Club Black University Gold,Nike,120,2022-02-02,113,216,14,135,116,275,96,0.131288,2641,-0.033,128,116,-0.15942
1872,Nike Air Force 1 Low '07 Light Bone White,Nike,105,2020-12-17,112,96,14,149,77,199,50,0.113986,2564,0.086,121,114,-0.109375
1873,Nike Air Presto What The,Nike,130,2021-08-27,75,205,14,112,35,247,45,0.129128,2489,-0.1,115,117,0.035398
1874,Puma LaMelo Ball MB.01 Buzz City,Puma,125,2022-02-04,198,116,14,200,93,432,105,0.173737,2358,0.6,164,200,-0.004975
1875,Converse Chuck Taylor All-Star 70s Hi Comme des Garcons PLAY Grey,Converse,150,2021-06-03,131,145,14,153,95,402,25,0.10816,2271,0.213,177,182,0.235309
1876,Nike Air Force 1 Low Shadow Sail Pink Glaze (W),Nike,110,2021-10-18,98,115,14,115,59,226,50,0.173737,1832,0.0,120,110,0.078481
1877,Puma LaMelo Ball MB.01 Not From Here Red Blast (GS),Puma,95,2021-12-16,159,43,14,152,20,290,60,0.263445,1828,0.747,127,166,0.012195
1878,Jordan 1 Retro High OG Atmosphere (TD),Jordan,60,2021-12-22,71,275,14,68,58,132,55,0.169072,1775,0.083,81,65,-0.133333
1879,Nike Air Force 1 Low Shadow Arctic Punch (W),Nike,110,,117,81,14,110,101,251,49,0.030339,1421,0.182,112,130,0.031746
1880,Nike Kyrie 7 Concepts Horus (Regular Box),Nike,130,2021-05-07,151,110,14,130,102,404,52,0.159845,1413,0.308,160,170,-0.050279
1881,Nike Air VaporMax 2020 Flyknit Newsprint,Nike,220,2022-01-18,100,85,14,200,62,285,75,0.242141,1389,-0.423,125,127,-0.121081
1882,Nike Space Hippie 01 Obsidian,Nike,130,2021-06-30,63,167,14,125,89,216,27,0.264008,1136,-0.531,105,61,-0.064569
1883,Nike Killshot 2 Leather Sail Gum,Nike,90,2020-07-01,65,123,14,81,28,283,47,0.140883,992,-0.222,96,70,0.029412
1884,Crocs Classic Clog Staple Sidewalk Luxe,Crocs,80,2022-04-12,85,231,14,84,50,180,62,0.052842,940,0.112,100,89,0.147321
1885,Jordan 1 Mid SE Particle Grey (W),Jordan,140,2022-02-14,128,304,14,140,67,246,107,0.142565,907,-0.086,149,128,-0.228916
1886,Nike Epic React Flyknit 2 Black Anthracite,Nike,150,2019-01-31,63,221,14,70,75,205,49,0.275186,687,-0.58,99,63,-0.202532
1887,Jordan MA2 Future Beginnings,Jordan,150,2021-03-05,79,131,14,160,83,235,51,0.285841,654,-0.387,126,92,-0.239669
1888,Nike React Element 55 White Black Crimson Gold,Nike,130,2019-07-01,73,68,14,90,66,198,26,0.218654,623,-0.369,108,82,-0.360961
1889,New Balance 2002R Black Fig,New Balance,130,2022-01-29,132,267,14,144,54,285,115,0.082181,583,0.369,174,178,0.328358
1890,Nike ACG Mountain Fly Low Gore-Tex SE Hazel Rush,Nike,180,2022-04-22,117,137,14,196,100,298,80,0.23847,520,-0.25,188,135,-0.4
1891,Nike Air Max 90 Terrascape Obsidian,Nike,150,2022-02-04,122,218,14,130,70,278,100,0.116503,514,0.433,159,215,0.414474
1892,Nike Dunk High Australia (GS),Nike,95,2022-05-01,102,221,14,101,43,263,94,0.082048,453,0.305,121,124,-0.063917
1893,Nike SB Nyjah Free 2 Rattan Noble Green,Nike,105,2022-02-04,91,66,14,82,11,291,63,0.405639,436,-0.057,109,99,-0.575107
1894,Nike Air Max 90 Air Sprung Iron Grey,Nike,140,,116,94,14,150,38,337,75,0.131098,407,-0.071,140,130,-0.084507
1895,A Bathing Ape Bape SK8 Sta ABC Camo Blue (2022),BAPE,170,2022-04-27,253,75,14,310,73,575,205,0.34048,330,0.529,292,260,-0.197837
1896,New Balance 530 Ivory,New Balance,80,,77,122,14,106,25,250,72,0.303459,293,-0.075,111,74,-0.168539
1897,Nike Air Max 90 NRG Ridgerock Turbo Green,Nike,140,2022-05-12,88,235,14,131,80,370,71,0.138188,292,-0.107,133,125,-0.0518
1898,adidas Superstar Black White Sail,adidas,100,,135,38,14,141,61,227,80,0.11849,176,0.45,140,145,-0.226671
1899,Nike Air Zoom Type SE White Black,Nike,150,2021-03-24,81,114,14,70,35,226,63,0.166808,172,-0.4,110,90,0.046512
1900,Nike Dunk High Anthracite White,Nike,110,2022-05-19,108,112,14,130,73,187,89,0.090793,162,-0.018,125,108,-0.217531
1901,Nike Dunk High Vintage Light Bone Grey,Nike,110,,132,140,14,150,98,279,98,0.075949,155,0.391,153,153,-0.078313
1902,Nike Dunk High Premium Culture Day,Nike,110,2022-04-27,85,145,14,130,75,224,76,0.103408,155,0.218,109,134,0.378923
1903,Nike Dunk Low Chlorophyll (TD),Nike,45,,59,57,14,80,39,132,54,0.166425,138,0.444,72,65,-0.35
1904,Nike Dunk Low Setsubun (2022),Nike,110,2022-06-01,324,61,14,380,201,671,240,0.093314,110,2.218,365,354,-0.144928
1905,Nike Dunk High Obsidian,Nike,0,,106,102,14,125,21,208,84,0.126064,28,inf,132,168,0.866667
1906,Nike Dunk High Knicks,Nike,110,2022-06-01,112,122,13,175,92,212,99,0.091603,101,0.055,138,116,-0.079365
1907,Jordan 11 Retro Cool Grey (2021) (PS),Jordan,100,2021-12-11,100,611,13,128,75,295,60,0.131445,15231,-0.25,129,75,-0.25
1908,adidas Forum Low Bad Bunny Back to School,adidas,160,2021-08-17,260,327,13,302,159,829,56,0.184095,9529,0.438,274,230,-0.310742
1909,New Balance 992 Grey,New Balance,175,2020-03-15,202,243,13,304,251,497,0,0.119901,9005,0.8,236,315,0.105263
1910,Jordan 5 Retro Shattered Backboard,Jordan,190,2021-10-02,170,834,13,180,202,496,130,0.129933,8253,-0.205,206,151,-0.201058
1911,Jordan 1 Mid SE Purple,Jordan,115,2020-11-19,133,380,13,160,125,342,60,0.183147,8059,0.304,169,150,-0.112426
1912,Jordan 1 Retro High Court Purple (W),Jordan,170,2021-06-03,130,1056,13,143,124,263,0,0.112131,8058,-0.206,168,135,-0.129032
1913,Jordan 1 Mid SE All-Star Carbon Fiber (2021) (GS),Jordan,100,2021-03-06,200,245,13,242,56,384,122,0.208855,7574,1.14,210,214,-0.18189
1914,Jordan 11 Retro Low Citrus (2021) (W),Jordan,185,2021-05-06,181,341,13,250,95,397,92,0.136495,7388,0.292,220,239,-0.053674
1915,Jordan 1 Retro AJKO Billie Eilish Ghost Green (W),Jordan,170,2021-09-30,124,413,13,270,124,618,80,0.180492,6931,-0.3,205,119,-0.338023
1916,Jordan 1 Low White University Red Black,Jordan,90,2020-09-01,106,223,13,180,152,267,65,0.129822,6669,1.211,131,199,0.050643
1917,Jordan 1 Retro High OG Patent Bred (PS),Jordan,80,2021-12-30,116,262,13,121,85,350,70,0.09968,5521,0.575,132,126,-0.16
1918,Nike Air VaporMax Plus White,Nike,190,2018-02-28,169,242,13,200,130,490,111,0.123374,4792,0.368,197,260,0.520468
1919,Jordan 1 Mid Chicago Black Toe (GS),Jordan,90,2020-04-01,121,300,13,174,70,295,100,0.125376,4659,0.867,175,168,-0.017411
1920,Nike Blazer Low sacai White Magma Orange,Nike,120,2021-06-10,84,500,13,125,103,239,49,0.199402,4566,-0.125,119,105,-0.122807
1921,Nike Dunk Low Barely Green (W),Nike,100,2021-05-21,135,218,13,172,119,333,61,0.216265,4393,0.3,167,130,-0.361197
1922,adidas Yeezy Boost 380 Alien Blue,adidas,230,2021-05-31,200,428,13,275,157,421,128,0.046609,4222,0.0,250,230,-0.041667
1923,adidas Ultra Boost 4.0 DNA Grey Three,adidas,180,2021-02-07,101,107,13,130,46,300,35,0.197865,3737,-0.15,102,153,0.026846
1924,Jordan 1 Mid White Black Light Arctic Pink (GS),Jordan,90,2020-10-01,156,179,13,174,56,331,101,0.133474,3532,0.944,201,175,0.121795
1925,Jordan 1 Retro High Dark Mocha (GS),Jordan,130,2020-10-31,419,287,13,526,127,826,323,0.048055,3384,3.231,508,550,0.122449
1926,Nike Blazer Low sacai KAWS Purple Dusk,Nike,140,2021-12-10,94,726,13,100,92,729,60,0.172943,3339,-0.271,148,102,-0.089286
1927,New Balance 990v3 JJJJound Olive,New Balance,250,2022-02-24,339,298,13,537,322,1176,285,0.094119,3281,0.708,449,427,-0.186667
1928,adidas Superstar Bape ABC Camo Green,adidas,150,2021-05-01,157,351,13,225,159,385,0,0.216283,3189,0.047,181,157,-0.170722
1929,Jordan 1 Mid Turf Orange (GS),Jordan,100,2021-02-15,99,259,13,100,35,196,64,0.13559,2937,0.52,120,152,0.501986
1930,Nike Air Max 97 Triple Black,Nike,160,2018-12-14,134,207,13,180,92,313,74,0.188891,2918,-0.075,187,148,-0.203004
1931,adidas Yeezy Boost 380 Onyx,adidas,230,2020-11-28,199,504,13,215,136,409,81,0.146702,2810,-0.087,254,210,-0.189189
1932,Jordan 1 Low Black White (W),Jordan,90,2020-04-01,112,231,13,170,113,252,70,0.098779,2715,0.367,133,123,0.051282
1933,Jordan 11 Retro Playoffs Bred (2019) (GS),Jordan,170,2019-12-14,191,326,13,280,54,369,140,0.229954,2537,0.3,258,221,0.3
1934,Hoka One One Bondi 7 Black,Hoka One One,150,2020-09-01,105,66,13,108,177,280,50,0.475915,2459,-0.467,81,80,-0.118057
1935,adidas Ultra Boost DNA LEGO Multi,adidas,200,2021-06-16,93,140,13,117,72,300,40,0.168858,2370,0.26,124,252,1.17241
1936,Nike Dunk Low Scrap Wolf Grey Light Lemon Twist,Nike,110,2021-11-01,146,147,13,145,47,399,95,0.065891,2268,0.755,167,193,0.155689
1937,Nike Air Rubber Dunk Off-White UNC,Nike,190,2020-10-01,362,368,13,410,145,686,170,0.071335,2041,1.326,414,442,0.025487
1938,Nike Dunk High Ambush Active Fuchsia,Nike,180,2021-02-04,200,304,13,287,163,500,149,0.18354,1888,0.25,261,225,-0.054404
1939,Nike Air Max Pre-Day Light Bone,Nike,160,2021-08-18,92,169,13,150,88,275,30,0.152913,1869,-0.438,127,90,-0.021739
1940,Nike Air VaporMax 2020 Flyknit Summit White (W),Nike,220,2020-08-06,80,148,13,104,57,199,58,0.132237,1862,-0.382,108,136,0.446809
1941,Nike Air Max 270 React ENG Travis Scott Cactus Trails,Nike,170,2020-05-29,349,359,13,396,264,1340,92,0.15526,1690,1.176,441,370,-0.155251
1942,Jordan 1 Mid Reverse Bred (2021) (GS),Jordan,95,2022-02-08,74,549,13,75,22,164,59,0.088396,1650,0.063,96,101,0.310812
1943,Nike Dunk Low White Gypsy Rose (PS),Nike,65,2021-12-13,70,351,13,80,34,158,32,0.110811,1613,0.0,85,65,-0.04417
1944,adidas Yeezy Boost 350 V2 Linen,adidas,220,2020-04-18,280,358,13,422,143,681,202,0.181745,1523,0.473,346,324,-0.27733
1945,adidas Ultra Boost 22 Triple Black,adidas,190,2021-12-06,110,101,13,112,77,200,65,0.050819,1396,-0.358,114,122,0.110972
1946,adidas Yeezy Knit RNR Stone Carbon,adidas,200,2022-03-26,180,520,13,270,143,1366,152,0.120442,1307,0.05,284,210,-0.113924
1947,Jordan 1 Retro High Off-White University Blue,Jordan,190,2018-06-23,1763,375,13,2600,304,4391,1112,0.135591,1285,10.579,2319,2200,-0.020976
1948,Nike Air VaporMax Plus Sunset Pulse Bubblegum (W),Nike,220,,167,147,13,193,75,410,60,0.089566,1285,-0.173,226,182,-0.066667
1949,Nike Air Max 90 Batman,Nike,130,2022-03-19,136,56,13,185,135,364,110,0.236582,1280,0.177,166,153,0.233871
1950,Nike Air More Uptempo Bulls Hoops Pack (2017/2021),Nike,160,2017-04-07,163,188,13,202,108,350,101,0.12834,1223,0.406,175,225,0.086644
1951,Nike Air Force 1 Mid QS Jewel NYC White Midnight Navy,Nike,140,2022-05-20,100,199,13,140,115,351,72,0.201491,1134,-0.207,127,111,0.121212
1952,Nike Air Monarch IV White Navy,Nike,65,2018-01-01,55,194,13,68,35,179,32,0.634561,1048,-0.446,90,36,-0.613372
1953,Nike ZoomX Vaporfly Next% 2 White Metallic Silver,Nike,250,2021-05-13,110,242,13,138,112,363,90,0.081743,953,-0.472,164,132,-0.043478
1954,Nike Air Force 1 High Utility 2.0 Summit White (W),Nike,110,2021-11-06,91,115,13,122,33,272,54,0.178554,736,0.045,134,115,-0.302573
1955,Under Armour Curry Flow 9 Sesame Street Big Bird,Under Armour,160,2021-11-19,183,113,13,210,46,434,125,0.059751,735,0.275,223,204,0.056995
1956,Nike Classic Cortez White Black (W),Nike,70,2018-01-01,74,80,13,95,40,165,25,0.150392,715,0.1,88,77,-0.190532
1957,Nike Epic React Flyknit 2 Black White,Nike,150,2019-01-31,60,297,13,78,41,167,25,0.160605,714,-0.567,87,65,0.0
1958,Converse Chuck Taylor All-Star Hi Platform White Black (W),Converse,70,2021-12-27,60,122,13,62,28,163,36,0.097155,513,0.029,84,72,0.16061
1959,New Balance 574 YURT Salehe Bembury Universal Communication Black Plum,New Balance,150,2022-04-22,122,349,13,155,52,400,92,0.095929,475,0.273,174,191,0.24219
1960,New Balance 574 YURT Salehe Bembury Universal Communication Black Plum,New Balance,150,2022-04-22,122,349,13,155,52,400,92,0.095929,475,0.273,174,191,0.24219
1961,Converse DRKSHDW DRKSTAR Hi Rick Owens Black Egret,Converse,170,2022-02-22,144,118,13,154,86,293,77,0.07379,414,-0.041,180,163,0.01875
1962,Crocs Classic Clog Cinnamon Toast Crunch (GS),Crocs,0,2022-04-28,75,39,13,120,25,179,55,0.169573,406,inf,93,165,0.03125
1963,Crocs Classic Clog Lisa Frank,Crocs,60,2022-03-15,66,74,13,95,22,300,45,0.214375,391,0.467,140,88,-0.022222
1964,adidas Ultra Boost 1.0 DNA White Oreo,adidas,190,,102,185,13,120,56,200,70,0.144887,373,-0.474,134,100,0.010101
1965,ASICS Gel-Lyte III AFEW Beauty of Imperfection,Asics,170,2022-02-26,110,192,13,185,66,570,101,0.123714,372,-0.353,201,110,0.089109
1966,Nike Dunk Low Avocado (W),Nike,120,,93,396,13,101,46,266,84,0.087172,310,0.033,127,124,0.280797
1967,Nike React Phantom Run Flyknit 2 White Glacier Blue,Nike,140,,144,160,13,152,34,508,158,0.051721,208,0.364,230,191,-0.010949
1968,Nike Air Max 90 PRM Pro Green Pale Ivory,Nike,140,,99,195,13,185,72,337,86,0.136467,177,0.407,168,197,1.2907
1969,adidas Ultra 4D Black Almost Lime,adidas,220,2022-02-25,111,116,13,129,65,225,60,0.126259,109,-0.455,133,120,-0.142857
1970,The North Face Trekking Sandal Supreme Stone,The North Face,88,2022-06-09,105,98,13,125,22,168,102,0.059255,29,0.193,116,105,-0.0303
1971,adidas Yeezy BSKTBL Knit Slate Azure,adidas,300,2022-06-10,267,269,13,275,106,635,146,0.754551,19,-0.317,330,205,-0.068182
1972,Nike Air Max BW OG Marina,Nike,130,2022-05-12,139,227,12,175,107,405,122,0.117718,866,0.223,186,159,0.017714
1973,Nike Air Force 1 Mid NH Vivid Sulfur Rush Orange,Nike,145,2022-06-14,151,79,12,175,63,220,87,0.133972,37,0.041,134,151,-0.132184
1974,Jordan 1 Mid Gym Red Black White (GS),Jordan,90,2021-04-16,131,404,12,149,95,268,68,0.084038,11943,1.056,139,185,0.141975
1975,adidas Yeezy Boost 700 MNVN Blue Tint,adidas,220,2021-07-05,199,434,12,225,109,450,100,0.31677,11933,-0.223,244,171,-0.53406
1976,Jordan 3 Retro Racer Blue (GS),Jordan,140,2021-07-10,140,173,12,190,53,312,60,0.092008,10469,0.771,171,248,0.3036
1977,Nike Dunk Low SP Undefeated Canteen Dunk vs. AF1 Pack,Nike,120,2021-06-18,180,320,12,276,169,789,143,0.159805,9076,1.075,204,249,0.251256
1978,adidas Yeezy Foam RNNR MX Cream Clay,adidas,80,2021-08-02,370,198,12,450,125,984,175,0.058578,7263,4.238,328,419,0.02445
1979,Nike Air VaporMax 2020 Flyknit Summit White,Nike,220,2020-08-06,95,141,12,200,92,352,60,0.439643,6485,-0.536,128,102,-0.15
1980,Nike Dunk Low Photon Dust (W),Nike,100,2021-05-19,307,187,12,354,155,560,185,0.062737,6192,2.76,282,376,0.212903
1981,adidas Yeezy Boost 700 MNVN Honey Flux,adidas,220,2021-09-20,175,433,12,190,125,500,120,0.142398,5859,0.109,219,244,0.004115
1982,Converse Chuck Taylor All-Star 70 Hi Off-White,Converse,130,2018-10-08,268,373,12,500,137,600,150,0.166235,5858,0.885,288,245,-0.177852
1983,Jordan 1 Mid Oakland,Jordan,125,2020-10-08,130,312,12,156,121,441,106,0.117576,5337,0.144,152,143,0.1
1984,Jordan 11 Retro Jubilee (GS),Jordan,180,2020-12-12,142,458,12,220,56,302,112,0.192625,5193,0.272,216,229,0.612676
1985,Jordan 2 Retro Low SP Off-White Black Blue,Jordan,250,2021-11-12,273,664,12,450,201,1421,255,0.083302,5089,0.52,464,380,-0.061728
1986,New Balance 550 Aime Leon Dore White Grey,New Balance,130,2020-10-09,349,278,12,580,191,1400,185,0.085311,4850,2.115,307,405,0.128134
1987,New Balance 550 Aime Leon Dore White Green,New Balance,130,2020-10-09,346,237,12,600,147,1539,178,0.471171,4260,1.808,300,365,0.10126
1988,Nike Dunk Low Free 99 Black,Nike,110,2021-06-08,146,258,12,205,119,312,111,0.138766,4138,0.627,174,179,0.071856
1989,Jordan 5 Retro White Stealth (2021),Jordan,190,2021-03-27,215,407,12,220,146,378,139,0.103243,4114,0.758,237,334,0.457386
1990,Jordan 1 Low Game Royal,Jordan,90,2020-07-24,180,228,12,228,173,366,126,0.11523,3797,1.978,191,268,0.448649
